+1	One of my all-time favorite so-laughably-lousy-that-it's-totally-lovable el cheapo and stinko nickel'n'dime independent horror creature features, an enjoyably dreadful marvel that was released by the formidably fecund exploitation outfit Crown International Pictures so it could play numerous crappy double bills at countless drive-ins back in the 70's and eventually wound up being rerun like crazy on several small-time secondary cable stations throughout the 80's. I naturally first saw this gloriously ghastly abomination on late-night television one fateful Saturday evening while in my early teens and have had a deep-seated, albeit completely irrational abiding fondness for it ever since.<br /><br />A meteorite falls out of the sky and crashes into the still waters of a tranquil country lake, thereby causing a heretofore dormant dinosaur egg to hatch. Of course, the baby dino immediately grows into a gigantic waddling, grunting, teeth-gnashing prehistoric behemoth with goofy flippers, an extended neck and a huge mouth full of little sharp, jagged, stalagmite-like chompers. Our Southern-fried male cousin to the Loch Ness Monster promptly starts chowing down on various luckless local yokel residents of a previously quiet and sleepy hillbilly resort town. It's up to drippy stalwart sheriff Richard Cardella, assisted by the painfully idiotic hayseed comic relief brotherly fishing guide duo of Glenn Roberts and Mark Seigel, feisty gal pal Kacey Cobb and terminally insipid nerdy scientist Bob Hyman, to get to the bottom of things before the over-sized gluttonous Jurassic throwback ruins the tourist trade by eating all the campers and fisherman that the hick hamlet makes its cash off of.<br /><br />Director/co-screenwriter William R. Stromberg displays a wonderfully woeful and thoroughly clueless incompetence when it comes to pacing, atmosphere, taut narrative construction and especially eliciting sound, credible acting from his hopelessly all-thumbs rank amateur community theater level cast. The performances are uniformly abysmal: Cardella is way too bland and wooden to cut it as a solid heroic lead while the pitifully dopey redneck comic antics of Roberts and Seigel provoke groans of slack-jawed disbelief -- you aren't laughing with these two atrociously mugging clods so much as at them, particularly when the insufferable imbeciles discover a severed head bobbing up and down in the murky lake water. Better yet, a clumsily integrated sub-plot concerning a vicious on-the-loose criminal leads to a spectacularly ham-fisted supermarket hold-up scene which degenerates into a hilariously stupid mini-massacre when a young lady shopper interrupts the stick-up artist in mid-robbery! A subsequent car chase is likewise severely bungled as well; it's so limply staged and unimpressive that one feels more relieved than scared when the monster abruptly pops up to devour the nefarious fugitive. Moreover, David Allen's funky herky-jerky stop motion animation dinosaur is the authentic gnarly article, projecting a certain raw charisma, sneaky reptilian personality and overall forceful screen presence which makes all the horrendously underwhelming human characters seem like pathetically unbecoming nobody bores in comparison. And as for the rousing conclusion where the sheriff takes on our slavering beastie with a bulldozer, the operative word for this thrilling confrontation is boffo all the way. #EOF
-1	I had high hopes for this film, because I thought CLEAN, SHAVEN (Kerrigan's first feature) was absolutely terrific, the most assuredly cinematic low budget film I'd ever seen.<br /><br />But much of CLAIRE DOLAN is utterly pointless and flat. Scene after scene seems randomly tossed into the mix, without much thought for narrative or character.<br /><br />Is Claire trying to escape being a prostitute or not? Hard to tell. Why does she pick up the trick at the airport if she wants to escape that life? Why does she then not pick up tricks when she needs money in Seattle? Why do we have to see her dye her hair to what is virtually the exact same color? Why does Claire accept some johns and not others? The filmmaker doesn't seem to know.<br /><br />It feels as if everything is improvised (though I understand this wasn't the case) and the filmmakers just held a camera on it as if they were making a verite documentary.<br /><br />After the screening I saw, Kerrigan defended his lack of narrative choices by condemning film narrative as politically conservative. It sounded like learned rhetoric. I think it was a cop-out.<br /><br />I am saddened that the maker of a film as exciting as CLEAN, SHAVEN would go on to make such a lame film as this one and then defend it with tired old "political" cliches. #EOF
-1	When this was released, I thought this was one of the most profane films ever made. However, thanks to Martin Scorcese and a few other filmmakers like him, there have been mainline films worse, language-wise, than this....but this is a pretty brutal assault on one's ears. Hey, I can take a lot of it, but this got ridiculous. In the first six minutes alone, I heard a half-dozen usage's of the Lord's name in vain plus an untold number of f-words. I wonder how many people walked out of the theater watching this in 1990? I couldn't have been the only one.<br /><br />Not surprisingly, some of the feature actors included Jennifer Jason-Leigh, Burt Young, Jerry Orbach and Rikki Lake. Since this film, Stephen Lang seems to have improved his image, at least playing the Godly "Stonewall" Jackson in "Gods and Generals." Lang's role here is just the opposite: perhaps the worst trashy person in the film and a character who falls in love with a transvestite by the end of the film.<br /><br />Depressing, gloomy, semi-pornographic, repulsive: these are just a few of the adjectives people used - even some Liberal critics - in describing this story, which is painted even worse in the novel. Of course, some of the better-known critics, all extreme Libs, praised the movie. However, they were the only ones. Most critics were disgusted, as well almost all of the paying public. It's unbelievable that anyone could praise filth and garbage like this.<br /><br />Trust me on this: there are no good, likable characters in this entire movie. This is a mean, sick film: one of the worst of the "modern era." That is, unless you enjoy seeing child abuse, drug abuse, teen prostitutes, on and on - two straight hours of nothing but atrocities and just plain evil people. No thanks. #EOF
-1	I just watched this movie on Starz. Let me go through a few things i thought could have been improved; the acting, writing, directing, special effects, camera crew, sound, and lighting. It also seemed as though the writers had no idea anything that had to do with the movie. Apparently back in 2007, when the dollar was stronger you could buy a super advanced stealth bomber that could go completely invisible for $75 million. Now-a-days those things cost about $3 billion and they cant go invisible. Apparently you can fly from the US to the middle east in an hour. There was a completely random lesbian scene, which I didn't mind, but it seemed like a lame attempt to get more guys to see it. The camera would randomly zoom in on actors and skip to random scenes. Oh yeah, since its a Steven Segal movie, its predictable as hell. All in all I rank it right up there with Snakes on a Plane. #EOF
+1	I loved it so much that I bought the DVD and the novel at the same time. The chemistry between the actors (including little Arthur) is amazing and thrilling.<br /><br />It could have used a bit more screen time for the yummy Frederick Lawrence (played by James Purefoy). And Gilbert Markham was amazingly "on it" from the very start of the movie. <br /><br />The one who most thrilled me via surprising shock and awe and wonder was Rupert Graves as Arthur Huntingdon. I adore him in Forsyte Saga, and all else I've seen him in. But he outdoes himself here as Arthur. In my wildest dreams I could not have pictured him playing a demented psycho such as Arthur Huntingdon. But he does. And I love it. And I love him. #EOF
-1	This is a weak sequel: it lacks the interest and light touch of the magnificent "Man Called Horse" in nearly every aspect and when compared to each other they hardly seem to be the same genre.<br /><br />The Return is almost a parody of the first and tries to evoke different Indian ceremonies but comes across as trying way too hard to bottle the magic of the first. In this film the tribe is lost and abandoned, having lost their homelands, modern life has encroached on paradise and they are living in abject misery and poverty. Perhaps this is the point: the first film took us to a place where we would want to be, a simpler time. This takes us to broken Indians in a miserable world and the White Man is the hero and savior which rather negates the whole idea of the film.<br /><br />The beauty of the first lay in the fact that the white man learnt and discovered that real civilization lies in values rather than western materialism. In the second film this is all but lacking and so we end up with a weak film.<br /><br />A huge disappointment. #EOF
-1	this documentary is founded on sponge cake as soon as you put any REAL evidence on it the integrity slowly sinks into a big pile of crap for example Bart Sibrel claims they must have had multiple lighting sources because the shadows appear to be crossing if this were the case wouldn't there be two or more shadows for each object when Apollo 11 went through the van Allan radiation belts they spent 30 Min's there not the 90 Min's claimed in the documentary and they received a dose of radiation more equivalent to that of an an x ray.<br /><br />seriously do some research learn what really happened don't let this pile of crap of a documentary mold your opinion of what really happened #EOF
+1	Three flash-backs introduce the main characters (Abu, Jaffar, and the Princess) who will interact with Ahmad; three are the songs, each linked to those same characters. Three times does Ahmad pronounce the absolute word 'Time', in his declaration of love to the Princess, answering her three questions at their first of three meetings. So strong is the impression he causes, that the Princess will resist the three attempts by Jaffar to conquer her - by three successive ploys: deceit, hypnosis, and memory erasing. Yet, Jaffar owns what he describes as the three inescapable instruments of domination over a woman: the whip, the power, and the sword. Three is the number of flying entities: the mechanical-horse, the Genie, and the The Genie and the magic carpet. The Genie offers three wishes to Abu at their first of three encounters; three times does the Genie laugh loud in the mountain gorges, and three are his considerations about human frailty, before he departs. Abu overcomes three obstacles in the Temple of Dawn (armed guards, giant-spider, and giant-octopus). Three are the instruments of justice: the magical eye that shows Abu the future, the magical carpet that transports him just in time to save Ahmad and the Princess, and the bow-and-arrow to execute Jaffar. There's magic in the number three, and there is magic in this movie. #EOF
-1	If Mr Cranky had rated this, I'd be tempted just to copy his review and paste it here. But as he hasn't, I'll have to give it a go myself.<br /><br />The only thing giving this movie a 1 instead of a 0 is that Malcolm McDowall's acting is excellent. However not even he can save this film from disaster. The director must have been really distracted when he worked on this one because it is just a conglomeration of scenes that were thrown together with very little continuity - reminiscent of bad '70's movies. Even worse, both the actors and director appeared to be making it up as they went along which probably showed how bad the original script was.<br /><br />It's not even worth discussing the story line although it revolves around a futuristic corporation called the Proxate Corporation who put together a crew of dispensable people to carry a dangerous cargo on an old container/slave ship to Nigeria. This ship's computer is a baby kept in a glass jar and wired into one of the crew via USB 12 or something. The company should have been called the Prostate Corporation as the entertainment value of this movie is on a par with an examination of the same name.<br /><br />I honestly can't find one scene that I could say was well made and made any real sense in the context of the movie. I only watched it to the end as I had a touch of the bird flu and this movie reminded me that there were people out there who were actually worse off than me - Malcolm McDowall in particular. I won't hold this against him as he's a great actor and every great actor is entitled to one bad movie in their career and this one is a doosie.<br /><br />So, unless this is the only movie your shop hires out or you're male and you're doctor isn't doing prostate examinations this week and you somehow feel this is a bad thing then give this one a really wide berth unless of course if you're really community minded, buy a copy to support Malcolm and then use it as a drink coaster. #EOF
+1	"The Notorious Bettie Page" is about a woman who always wanted to be an actress but instead became one of the most famous pin up girls in the history of America. Bettie Page played by Gretchen Mol was one of the first sex icons in America. The type of modeling Bettie Page took part in included nudity and bondage which lead to a U.S Senate investigation in the 1950s.<br /><br />Walking out of the film, all I could think about was how far we have come in terms of pornography since the 1950s. You can go on the internet now and find some of most disturbing and shocking images ever shot, that the footage questioned in "The Notorious Bettie Page" seems almost childlike and innocent. Most of the footage including the bondage did not feature nudity when Bettie Page was involved yet today we have sick images where we can see women having sex with animals. I find that maybe the envelope has been pushed a little too far since the 1950s because looking at this movie in terms of today's pornography, it was very tastefully done.<br /><br />To be honest, I was pretty impressed with "The Notorious Bettie Page," I found the film to be very well done and interesting. The movie is exactly what the trailer leads you to believe it will be and is a very interesting look at one of the first female sex icons in America. Gretchen Mol looks just like Bettie Page and gives a very fine performance. I also thought that since the movie was shot in black and white it made the film seem realistic because it made the audience believe they were watching a film created in the late 1950s.<br /><br />My only complaint about the film was the running time, there seemed to be a few scenes that were cut and seemed to be a little shorter than they should have been. I looked this up and it seems that 10 minutes was cut from the film since its original showing at the Toronto Film Festival. Also the ending was pretty tame and I was expecting a little more from it or maybe some paragraphs to come on the screen to tell the audience more about Bettie Page's life where the film left off. Those are my only two complaints about the film other than that the directing was solid, the acting was great especially Gretchen, and the writing was good.<br /><br />Mary Harron, who directed "American Psycho", which is one of my favorite films, is the director and writer of "The Notorious Bettie Page." I feel that Mary is a very talented director who knows how to create a setting and create great movies based on characters because like "Psycho", Bettie Page is a character study and a fine one at that. Harron captures the 40s and 50s with ease as well as all the characters. She is a very talented director who I hope will be around for many years to come.<br /><br />Bottom Line: "The Notorious Bettie Page" is definitely worth a look. It's a very interesting story that shows how far America, as well as the world, has come in terms of pornography. The film also provides a fine performance by Gretchen Mol who literally nails the role of Bettie Page on the head. And top it off with a talented director who was able to capture the look and feel of a previous era and you have a good movie on your hands. Sadly, this film is probably going to flop since not many besides people who grew up in this era will show interest in the film but I think it's worth checking out.<br /><br />MovieManMenzel's final rating for "The Notorious Bettie Page" is a 8/10. It's an interesting character study about one of the most famous pin up girls and sex icons in American history. #EOF
